,week,picker_host,wms_sku_id,sku_name,sku_weight_g,sku_dimensions_mm,task_success,pick_success,place_success,task_total,pick_total,place_total
68,0,ropi01,1412943,Milka Oreo Cookie Sensations kakaové sušenky s vanilkovou náplní,171.0,"[95, 176, 41]",7,7.0,7.0,7,7,7
69,0,ropi01,1413053,Oreo Sušenky s vanilkovou náplní a bílou polevou,278.0,"[125, 175, 35]",2,2.0,2.0,2,2,2
70,0,ropi01,1414748,Tyrrells Brambůrky s příchutí zralého cheddaru a pažitky,157.0,"[275, 180, 30]",3,3.0,3.0,3,3,3
71,0,ropi01,1414753,Tyrrells Brambůrky s mořskou solí a jablečným octem,157.0,"[275, 180, 30]",7,7.0,7.0,7,7,7
72,0,ropi01,1414768,Tyrrells Brambůrky s příchutí sladkého chilli a červené papriky,157.0,"[275, 180, 30]",2,2.0,2.0,2,2,2
73,0,ropi01,1415098,Milzu! BIO Cereální hvězdičky se šťávou z černého rybízu,244.0,"[290, 190, 50]",5,5.0,5.0,5,5,5
74,0,ropi01,1419428,Hamé Veggie Pomazánka tatarák ze zeleniny,118.0,"[28, 72, 107]",2,2.0,2.0,3,2,2
75,0,ropi01,1419888,nimm2 Smilegummi Milk Buddies,92.0,"[155, 140, 20]",5,5.0,5.0,5,5,5
76,0,ropi01,1419893,nimm2 Smilegummi Shakies,92.0,"[155, 140, 20]",8,8.0,8.0,8,8,8
77,0,ropi01,1422218,REJ Rejfínci kukuřičný snack bez soli,22.0,"[200, 130, 45]",4,4.0,4.0,4,4,4
78,0,ropi01,1423483,Manner Snack minis lískooříškové,310.0,"[200, 140, 74]",5,5.0,5.0,5,5,5
79,0,ropi01,1423563,Babybio BIO Sladké brambory s perličkou a sušenými švestkami,290.0,"[130, 40, 130]",1,1.0,1.0,1,1,1
80,0,ropi01,1425693,Seeberger Arašídy neloupané,411.0,"[255, 130, 75]",6,6.0,6.0,6,6,6
81,0,ropi01,1426098,Bear Ovocné rolované plátky černý rybíz 5×20g,135.0,"[142, 145, 40]",1,1.0,1.0,1,1,1
82,0,ropi01,1429953,Marks & Spencer Instantní ovesná kaše s ječnými vločkami a aroma javorového sirupu,85.0,"[87, 70, 70]",3,3.0,3.0,3,3,3
83,0,ropi01,1431298,Antica Cantina Taco Seasoning Kořenící směs,43.0,"[160, 90, 8]",10,10.0,10.0,11,10,10
84,0,ropi01,1432193,Nutella sušenky v tubě,173.0,"[173, 58, 58]",3,2.0,2.0,3,3,2
85,0,ropi01,1433148,George's Taste Lískové ořechy Piemonte I.G.P.,205.0,"[210, 150, 30]",1,1.0,1.0,2,1,1
86,0,ropi01,1434248,Chesterfield Blue (CROWN) 28´s,30.0,"[26, 85, 25]",1,0.0,,1,1,0
87,0,ropi01,1434483,Heinz Fazole chilli,442.0,"[108, 75, 75]",6,4.0,4.0,6,6,4
88,0,ropi01,1435853,Mäspoma BIO Cibule sušená,17.0,"[150, 110, 9]",9,9.0,9.0,9,9,9
89,0,ropi01,1436003,Alnatura BIO Kousky manga,110.0,"[155, 85, 60]",6,6.0,6.0,6,6,6
90,0,ropi01,1436213,IQOS Čistící tyčinky Glycerine 10´s,10.0,"[120, 118, 20]",1,0.0,,1,1,0
91,0,ropi01,1436893,Inkontinenční vložky pro ženy normal,13.0,"[94, 85, 185]",6,6.0,6.0,6,6,6
92,0,ropi01,1436963,Pickwick čaj Jahoda s rakytníkem,35.0,"[121, 61, 68]",24,23.0,23.0,24,24,23
93,0,ropi01,1437158,Barilla Fusilli 100 % Grano Italiano bezlepkové těstoviny,431.0,"[195, 53, 138]",2,2.0,2.0,2,2,2
94,0,ropi01,1437193,Barilla Farfalline 100 % Grano Italiano vaječné těstoviny,294.0,"[145, 43, 110]",5,5.0,5.0,5,5,5
95,0,ropi01,1441233,Knuspi Crispbread fitness křehký plátek,180.0,"[135, 168, 65]",10,9.0,9.0,10,10,9
96,0,ropi01,1441238,Knuspi Crispbread 3 druhy sýra křehký plátek,180.0,"[135, 168, 65]",8,8.0,8.0,8,8,8
97,0,ropi01,1441613,o.b. Tampony Organic Super,211.0,"[53, 121, 31]",4,2.0,2.0,4,4,2
98,0,ropi01,1441618,o.b. Tampony Organic Normal,211.0,"[53, 105, 27]",5,4.0,4.0,5,5,4
99,0,ropi01,1443093,Cock Brand Zelená kari pasta,64.0,"[4, 120, 165]",10,10.0,10.0,10,10,10
100,0,ropi01,1443428,Calibra Verve Konzerva pro dospělé psy s divočákem a hovězím,430.0,"[110, 75, 75]",4,4.0,4.0,4,4,4
101,0,ropi01,1443523,Nutline Arašídy solené,415.0,"[195, 100, 55]",5,6.0,5.0,6,6,6
102,0,ropi01,1443883,Bonduelle Good lunch s bulgurem,256.0,"[180, 145, 30]",4,4.0,4.0,4,4,4
103,0,ropi01,1444568,Sokol Falco Meri kuřecí prsa bez kosti konzerva pro kočky,465.0,"[110, 75, 75]",2,2.0,2.0,2,2,2
104,0,ropi01,1445633,Leros Dětský čaj s ovocem,53.0,"[120, 65, 74]",17,16.0,16.0,17,17,16
105,0,ropi01,1445648,Leros BIO Dětský čaj Fenykl,34.0,"[75, 65, 65]",9,7.0,7.0,9,9,7
106,0,ropi01,1445678,Granna Vánoční dílna,230.0,"[18, 18, 4]",1,1.0,1.0,1,1,1
107,0,ropi01,1448733,Dr.Oetker Rýžová kaše jahody a chia bez lepku,53.0,"[149, 103, 15]",12,12.0,12.0,13,12,12
108,0,ropi01,1456083,VUSE ePod náplně Golden Tobacco (12 mg),16.0,"[2, 7, 8]",1,1.0,1.0,1,1,1
109,0,ropi01,1456088,VUSE ePod náplně Crushed Mint (12 mg),16.0,"[2, 7, 8]",1,1.0,1.0,1,1,1
110,0,ropi01,1456093,VUSE ePod náplně Dark Cherry (12 mg),16.0,"[2, 7, 8]",3,3.0,3.0,3,3,3
111,0,ropi01,1456103,VUSE ePod náplně Vanilla Medley (12 mg),16.0,"[2, 7, 8]",1,1.0,1.0,1,1,1
112,0,ropi01,1456108,VUSE ePod náplně Crushed Mint (18 mg),16.0,"[2, 7, 8]",1,1.0,1.0,1,1,1
113,0,ropi01,1456113,VUSE ePod náplně Dark Cherry (18 mg),16.0,"[2, 7, 8]",2,2.0,2.0,2,2,2
114,0,ropi01,1462503,ManaPowder Origin Mark 7 (5×86 g),440.0,"[245, 180, 65]",5,5.0,5.0,5,5,5
115,0,ropi01,1462608,Arax Vločky jáhlové,310.0,"[180, 100, 60]",6,6.0,6.0,6,6,6
116,0,ropi01,1462613,Arax Vločky rýžové,310.0,"[180, 100, 60]",11,11.0,11.0,11,11,11
117,0,ropi01,1462628,Hugo Žvýkačky bez aspartamu Skořice,13.0,"[140, 90, 10]",6,6.0,6.0,6,6,6
118,0,ropi01,1462638,Hugo Žvýkačky bez aspartamu spearmint,13.0,"[140, 90, 10]",5,5.0,5.0,5,5,5
119,0,ropi01,1463748,Camel White 83mm,30.0,"[55, 89, 27]",8,7.0,6.0,9,9,7
120,0,ropi01,1465036,Gillette Venus Smooth Holicí strojek – 5 holicích hlavic,86.0,"[211, 49, 106]",2,2.0,2.0,2,2,2
121,0,ropi01,1466296,Topnatur Low Carb kaše Mandlová,63.0,"[170, 115, 10]",13,12.0,12.0,14,13,12
122,0,ropi01,1466927,Hello Ovocná přesnídávka XXL s mangem kapsička,220.0,"[192, 98, 30]",11,10.0,10.0,11,11,10
123,0,ropi01,1467537,Podravka Bujón slepičí kostky 6×10g,70.0,"[60, 77, 14]",9,7.0,7.0,9,9,7
124,0,ropi01,1468872,Nutrin Complete Grain free krmivo pro králíky – zeleninové,410.0,"[250, 140, 75]",5,5.0,5.0,5,5,5
125,0,ropi01,1470547,Akinu Bezlepkové mini piškoty pro psy,125.0,"[245, 145, 40]",3,3.0,3.0,3,3,3
126,0,ropi01,1470552,Akinu Bezlepkové piškoty pro psy,125.0,"[245, 145, 40]",5,4.0,4.0,5,5,4
127,0,ropi01,1471662,"FruchtBar BIO Ovocná kapsička s jablkem, jahodou, borůvkami a špaldou",107.0,"[152, 76, 27]",4,4.0,4.0,4,4,4
128,0,ropi01,1471672,"FruchtBar BIO Ovocná kapsička s jablkem, broskví, meruňkami a ovsem",107.0,"[152, 76, 27]",2,1.0,1.0,2,2,1
129,0,ropi01,1471882,Domestos Aroma Lux Hibiscus oil & Wild Berries tuhý WC blok 3×55 g,220.0,"[167, 162, 40]",6,6.0,6.0,6,6,6
130,0,ropi01,1471887,Domestos Aroma Lux Pink Jasmine & Elderflower tuhý WC blok 3×55 g,220.0,"[167, 162, 40]",7,7.0,7.0,7,7,7
131,0,ropi01,1472532,Avokádo Grilovací,193.0,"[152, 61, 61]",13,13.0,13.0,13,13,13
132,0,ropi01,1472612,Pan Křupka Kukuřičné křupky mrkev a ananas,42.0,"[225, 160, 60]",7,7.0,7.0,8,7,7
133,0,ropi01,1472947,Jihlavanka mletá káva Bez kofeinu,79.0,"[165, 115, 25]",4,4.0,4.0,4,4,4
134,0,ropi01,1473932,Gillette Fusion5 Náhradní hlavice,41.0,"[111, 24, 103]",1,1.0,1.0,1,1,1
135,0,ropi01,1474567,Shelma Bezobilné masové tyčinky pro kočku drůbež,21.0,"[180, 115, 10]",1,1.0,1.0,1,1,1
136,0,ropi01,1474572,Shelma Bezobilné masové tyčinky pro kočku pstruh,21.0,"[180, 115, 10]",2,2.0,2.0,4,2,2
137,0,ropi01,1474577,Shelma Bezobilné masové tyčinky pro kočku hovězí,21.0,"[180, 115, 10]",2,1.0,1.0,2,2,1
138,0,ropi01,1475845,L'OR Espresso Chocolate kapsle,52.0,"[155, 33, 79]",2,2.0,2.0,2,2,2
139,0,ropi01,1476430,Isabel Sardinky v olivovém oleji,170.0,"[66, 28, 107]",5,4.0,4.0,6,6,4
140,0,ropi01,1476440,Isabel Sardinky ve vlastní šťávě,170.0,"[66, 28, 107]",10,10.0,10.0,10,10,10
141,0,ropi01,1476445,Isabel Sardinky v rajské omáčce,170.0,"[66, 28, 107]",0,0.0,,1,1,0
142,0,ropi01,1476635,illy Bez kofeinu Porcovaná káva,265.0,"[180, 90, 90]",2,3.0,3.0,3,3,3
143,0,ropi01,1478155,Nuevo Progreso Fazole černé celé,482.0,"[110, 75, 75]",32,26.0,26.0,32,32,26
144,0,ropi01,1479860,HEETS Mauve Wave,22.0,"[48, 74, 15]",4,3.0,3.0,4,4,3
145,0,ropi01,1490265,Camel Yellow Shorts,26.0,"[95, 58, 23]",10,6.0,6.0,11,11,6
146,0,ropi01,1491215,Camel Blue,30.0,"[86, 55, 25]",18,10.0,10.0,21,21,10
147,0,ropi01,1491220,Winston Classic Red 100,30.0,"[86, 55, 21]",22,23.0,23.0,24,24,23
148,0,ropi01,1491865,Camel Yellow KS,30.0,"[89, 55, 27]",14,9.0,9.0,18,18,9
149,0,ropi01,1491870,Benson & Hedges Option,30.0,"[56, 85, 25]",1,1.0,1.0,1,1,1
150,0,ropi01,1491875,Winston Balanced Blue,30.0,"[53, 98, 23]",3,3.0,3.0,3,3,3
151,0,ropi01,1492030,Davidoff Gold,30.0,"[55, 89, 27]",9,6.0,6.0,10,10,6
152,0,ropi01,1492090,Rothmans Demi Ultramarine,30.0,"[86, 55, 21]",6,3.0,3.0,12,12,3
153,0,ropi01,1492380,Marlboro Gold 3.0 Original KS,30.0,"[89, 53, 27]",15,9.0,9.0,19,19,9
154,0,ropi01,1492385,Rothmans of London DEMI Blue,30.0,"[95, 128, 118]",4,2.0,2.0,5,5,2
155,0,ropi01,1492655,Sparta Classic KS,30.0,"[55, 89, 27]",3,3.0,3.0,3,3,3
156,0,ropi01,1492665,Petra Klasik Červená KS,30.0,"[55, 89, 27]",5,4.0,4.0,5,5,4
157,0,ropi01,1492670,Petra Klasik Modrá KS,30.0,"[89, 55, 27]",2,2.0,2.0,3,2,2
158,0,ropi01,1492825,L&M Red Label,24.0,"[88, 55, 23]",2,1.0,1.0,2,2,1
159,0,ropi01,1492830,Davidoff SL-Line Gold,22.0,"[100, 63, 13]",7,6.0,6.0,7,7,6
160,0,ropi01,1492835,Viceroy Classic Red,24.0,"[88, 55, 23]",5,3.0,3.0,6,6,3
161,0,ropi01,1492840,Lucky Strike SC Amber,22.0,"[100, 63, 13]",4,4.0,4.0,4,4,4
162,0,ropi01,1492845,Lucky Strike Flow Res,22.0,"[100, 63, 13]",1,1.0,1.0,1,1,1
163,0,ropi01,1492850,Rothmans Longs Violet,22.0,"[100, 63, 13]",0,0.0,,1,1,0
164,0,ropi01,1492855,Rothmans of London Red 100´s,29.0,"[103, 56, 23]",1,1.0,1.0,1,1,1
165,0,ropi01,1492860,Davidoff Reshape White,22.0,"[100, 63, 13]",6,3.0,3.0,7,7,3
166,0,ropi01,1492865,Marlboro KS Box Red FWD,24.0,"[88, 55, 23]",7,3.0,3.0,8,8,3
167,0,ropi01,1492875,Marlboro Red FWD 70 RS Box,21.0,"[75, 55, 22]",11,4.0,4.0,11,11,4
168,0,ropi01,1492880,L&M Blue Label,24.0,"[88, 55, 23]",11,11.0,11.0,12,12,11
169,0,ropi01,1492885,Chesterfield Special,24.0,"[88, 55, 23]",2,2.0,2.0,2,2,2
170,0,ropi01,1492900,L&M Violet Link 100´s SSL,22.0,"[100, 63, 13]",7,4.0,4.0,7,7,4
171,0,ropi01,1492905,L&M Blue Link 100´s SSL,22.0,"[100, 63, 13]",1,0.0,,2,2,0
172,0,ropi01,1492915,L&M LOFT Aqua BOT SLI,22.0,"[100, 63, 13]",2,1.0,1.0,2,2,1
173,0,ropi01,1492925,Chesterfield Linea 100 SSL,22.0,"[100, 63, 13]",2,2.0,2.0,3,3,2
174,0,ropi01,1492930,Chesterfield Red (CROWN) 28´s,37.0,"[88, 70, 28]",6,4.0,4.0,6,6,4
175,0,ropi01,1492935,Rothmans of London KS Red,24.0,"[88, 55, 23]",6,6.0,6.0,8,8,6
176,0,ropi01,1492940,HB Classic KS,24.0,"[88, 55, 23]",2,2.0,2.0,2,2,2
177,0,ropi01,1492945,Davidoff Classic,24.0,"[88, 55, 23]",6,4.0,4.0,6,6,4
178,0,ropi01,1492950,HB Classic 100´s,29.0,"[103, 56, 23]",5,3.0,3.0,5,5,3
179,0,ropi01,1492955,Lucky Strike Red,24.0,"[88, 55, 23]",8,6.0,6.0,8,8,6
180,0,ropi01,1492960,P&S Black 100,29.0,"[103, 56, 23]",1,1.0,1.0,1,1,1
181,0,ropi01,1492965,Rothmans of London KS Blue,24.0,"[88, 55, 23]",1,1.0,1.0,1,1,1
182,0,ropi01,1492975,Rothmans of London Blue 100´s,29.0,"[103, 56, 23]",4,4.0,4.0,4,4,4
183,0,ropi01,1492980,Davidoff Evolved Red,24.0,"[88, 55, 23]",4,4.0,4.0,4,4,4
184,0,ropi01,1492985,Davidoff Evolved Blue,24.0,"[88, 55, 23]",5,2.0,2.0,6,6,2
185,0,ropi01,1492990,P&S Black,24.0,"[88, 55, 23]",0,0.0,,2,2,0
186,0,ropi01,1492995,Rothmans S-Line 40s Red,37.0,"[88, 70, 28]",6,5.0,5.0,6,6,5
187,0,ropi01,1493000,Rothmans S-Line 40s Blue,37.0,"[88, 70, 28]",12,9.0,9.0,13,13,9
188,0,ropi01,1493005,Viceroy Classic Blue,24.0,"[88, 55, 23]",5,4.0,4.0,5,5,4
189,0,ropi01,1493010,Rothmans Longs Blue,22.0,"[100, 63, 13]",0,1.0,1.0,1,1,1
190,0,ropi01,1493015,Lucky Strike Amber,24.0,"[88, 55, 23]",3,3.0,3.0,3,3,3
191,0,ropi01,1493020,Vogue La Cigarette Lilas,22.0,"[100, 63, 13]",12,9.0,9.0,13,13,9
192,0,ropi01,1493130,Rothmans Premium Blue,30.0,"[55, 89, 27]",3,2.0,2.0,3,3,2
193,0,ropi01,1759713,Winston XSpression,30.0,"[86, 55, 22]",3,2.0,2.0,6,6,2
194,0,ropi01,1761495,Chesterfield Blue (Crown) KS,30.0,"[89, 55, 38]",4,2.0,2.0,4,4,2
195,0,ropi01,1761501,Chesterfield Red (CROWN) 100,30.0,"[103, 56, 23]",2,2.0,2.0,3,3,2
196,0,ropi01,1768515,Yume Harry Potter sběratelská figurka,130.0,"[94, 83, 52]",1,0.0,,1,1,0
197,0,ropi01,1803495,English Tea Shop BIO Wellness kolekce čajů 12 pyramidek,60.0,"[100, 124, 50]",1,1.0,1.0,1,1,1
198,0,ropi01,1809189,Neo Purple Splash,19.0,"[80, 46, 19]",1,1.0,1.0,1,1,1
199,0,ropi01,1809213,glo™ HYPER X2 Black,25.0,"[110, 85, 40]",1,1.0,1.0,1,1,1
200,0,ropi01,1809795,Fiit Regular Deep S50 PRI 20 SLI,30.0,"[74, 48, 15]",1,0.0,,1,1,0
201,0,ropi01,1809801,Fiit Regular S50 PRI 20 SLI,30.0,"[74, 48, 15]",1,0.0,,1,1,0
202,0,ropi01,1809819,Fiit Spring MNT S50 PRI 20 SLI,30.0,"[74, 48, 15]",1,1.0,1.0,1,1,1
203,0,ropi01,1809825,Fiit Roxo MNT S50 PRI 20 SLI,30.0,"[74, 48, 15]",1,0.0,,1,1,0
204,0,ropi01,1809837,"Iqos Veev Classic Blond 1,6 %",35.0,"[90, 57, 22]",1,1.0,1.0,1,1,1
205,0,ropi01,1809861,"Veev Red mix 1,6 %",35.0,"[90, 57, 22]",2,2.0,2.0,2,2,2
206,0,ropi01,1809879,"Veev Island Cascade 1,6 %",35.0,"[90, 57, 22]",1,1.0,1.0,1,1,1
207,0,ropi01,1819287,Marlboro Touch 3.5 KS,30.0,"[95, 58, 23]",8,5.0,5.0,9,9,5
208,0,ropi01,1819947,Chesterfield Red 70,30.0,"[89, 55, 38]",1,0.0,,1,1,0
209,0,ropi01,1820151,Marlboro Touch Core BOT SLI,30.0,"[100, 63, 13]",5,3.0,3.0,5,5,3
210,0,ropi01,1820451,HEETS Sienna Caps,18.0,"[122, 94, 118]",2,1.0,1.0,2,2,1
211,0,ropi01,1820457,HEETS Ruby Fuse,22.0,"[48, 74, 15]",1,1.0,1.0,1,1,1
212,0,ropi01,1820463,HEETS Amelia Pearl,44.0,"[48, 74, 15]",5,3.0,3.0,6,6,3
213,0,ropi01,1820469,TEREA Willow,22.0,"[48, 74, 15]",3,1.0,1.0,3,3,1
214,0,ropi01,1820481,TEREA Blue,22.0,"[48, 74, 15]",5,2.0,2.0,5,5,2
215,0,ropi01,1820487,TEREA Yellow,22.0,"[48, 74, 15]",0,0.0,,2,2,0
216,0,ropi01,1820499,TEREA Turquoise,22.0,"[48, 74, 15]",0,0.0,,1,1,0
217,0,ropi01,1820505,TEREA Russet,22.0,"[48, 74, 15]",0,1.0,1.0,1,1,1
